timestamp,price,amount,side
1780952866.418,0.02677,0.008,buy
1780952866.418,0.02677,0.017,buy
1780952866.419,0.02677,0.049,buy
1780952866.419,0.02677,0.9119,buy
1780952866.421,0.02678,0.07,buy
1780952866.421,0.02678,0.2,buy
1780952866.435,0.02678,0.5862,buy
1780952866.443,0.02678,0.13,buy
1780952866.46,0.02678,0.5862,buy
1780952866.481,0.02677,0.0185,sell
1780952866.499,0.02678,0.96,buy
1780952866.529,0.02678,0.0144,buy
1780952866.53,0.02678,0.0096,buy
1780952866.53,0.02678,0.0144,buy
1780952866.531,0.02678,0.5862,buy
1780952866.532,0.02678,0.0095,buy
1780952866.532,0.02678,0.0095,buy
1780952866.532,0.02678,0.0095,buy
1780952866.534,0.02678,0.0849,buy
1780952866.548,0.02678,0.0096,buy
1780952866.561,0.02678,0.0104,buy
1780952866.892,0.02678,0.0161,sell
1780952866.893,0.02678,0.0183,sell
1780952867.345,0.02679,1.2735,buy
1780952867.473,0.02679,0.4604,sell
1780952867.817,0.02679,0.2942,sell
1780952868.145,0.02679,2.6483,sell
1780952868.147,0.02679,2.648,sell
1780952868.147,0.02679,2.486,sell
1780952868.149,0.02679,2.648,sell
1780952868.15,0.02679,0.7853,sell
1780952868.385,0.02679,0.024,buy
1780952869.249,0.02679,0.0618,sell
1780952869.524,0.02679,0.0185,sell
1780952869.931,0.02679,0.0618,sell
1780952870.072,0.02679,1.7545,sell
1780952870.072,0.02679,2.25,sell
1780952870.122,0.02679,0.0586,sell
1780952870.178,0.02679,0.028,sell
1780952876.641,0.02678,0.0152,sell
1780952880.377,0.02679,0.032,buy
1780952880.414,0.02679,0.0185,sell
1780952881.364,0.02679,0.042,sell
1780952881.367,0.02679,0.0443,sell
1780952882.087,0.02678,2.486,sell
1780952882.088,0.02678,3.7226,sell
1780952882.092,0.02678,0.6295,sell
1780952882.098,0.02678,1.0709,sell
1780952883.702,0.02677,0.0592,sell
1780952884.609,0.02678,0.0616,buy
1780952884.802,0.02678,0.0586,sell
1780952886.03,0.02679,0.0062,buy
1780952893.655,0.02678,0.0502,sell
1780952893.655,0.02677,0.3498,sell
1780952895.104,0.02678,0.012,buy
1780952896.604,0.02679,0.0059,buy
1780952899.899,0.02678,0.012,sell
1780952900.767,0.02678,0.008,sell
1780952927.061,0.02678,0.126,buy
1780952927.061,0.02679,0.1671,buy
1780952927.143,0.02679,1.1459,buy
1780952927.174,0.02679,0.0115,buy
1780952934.062,0.02678,1.1243,sell
1780952936.005,0.02678,0.0418,sell
1780952938.088,0.02678,0.306,buy
1780952954.399,0.02678,0.4869,buy
1780952955.146,0.02679,0.0866,buy
1780952955.239,0.0268,3.7141,buy
1780952955.239,0.0268,2.486,buy
1780952955.241,0.0268,0.4713,buy
1780952955.25,0.0268,2.2661,buy
1780952958.629,0.0268,0.012,sell
1780952958.629,0.02679,0.047,sell
1780952960.411,0.02679,0.0099,sell
1780952961.461,0.0268,0.024,buy
1780952961.468,0.0268,0.016,buy
1780952961.849,0.02681,2.7058,buy
1780952961.89,0.02681,0.0371,sell
1780952969.583,0.02681,2.486,sell
1780952970.025,0.02682,0.085,buy
